JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
991949.un05 prasenj large 6 120 96:00 R 42:50 hpc286,hpc294,hpc298,hpc303,hpc315,hpc307
999789.un05 prasenj medium 4 80 96:00 R 38:06 hpc635,hpc637,hpc643,hpc644
1003209.un05 vikashg2 medium 4 80 96:00 R 25:45 hpc499,hpc504,hpc505,hpc506
1003935.un05 vikashg2 medium 4 80 96:00 R 25:15 hpc547,hpc573,hpc576,hpc563
1004944.un05 prasenj small 2 40 120:0 R 00:58 hpc769,hpc771
1005806.un05 subhamr medium 4 80 96:00 R 36:30 hpc602,hpc608,hpc610,hpc612
1009389.un05 lawpraka large 16 320 96:00 R 12:36 hpc006,hpc008,hpc025,hpc028,hpc033,hpc037,hpc224,hpc239,hpc248,hpc343,hpc352,hpc380,hpc383,hpc409,hpc417,hpc466
1006990.un05 subhamr small 2 40 120:0 R 36:33 hpc808,hpc814
1008596.un05 anandha2 large 16 320 96:00 R 90:10 hpc401,hpc411,hpc311,hpc064,hpc084,hpc375,hpc398,hpc412,hpc431,hpc219,hpc220,hpc221,hpc223,hpc268,hpc269,hpc381
1007679.un05 meesalas small 2 40 120:0 R 103:1 hpc747,hpc745
1007686.un05 kavatar small 2 40 120:0 R 47:57 hpc811,hpc818
1008882.un05 shaik22 large 16 320 96:00 R 67:15 hpc240,hpc368,hpc387,hpc113,hpc114,hpc115,hpc236,hpc238,hpc263,hpc281,hpc284,hpc287,hpc288,hpc289,hpc290,hpc292
1008589.un05 kavanmp2 large 16 320 96:00 R 86:51 hpc152,hpc416,hpc265,hpc031,hpc032,hpc143,hpc144,hpc145,hpc146,hpc147,hpc148,hpc187,hpc194,hpc235,hpc278,hpc317
1007966.un05 bgovind small 2 40 120:0 R 106:3 hpc838,hpc827
1008531.un05 gdurgesh large 16 320 96:00 R 85:22 hpc392,hpc397,hpc123,hpc125,hpc124,hpc126,hpc127,hpc128,hpc129,hpc130,hpc133,hpc134,hpc160,hpc225,hpc262,hpc338
1008208.un05 subhamr small 2 40 120:0 R 34:34 hpc765,hpc759
1008212.un05 subhamr hyperthr 2 80 120:0 R 25:41 hpc853,hpc848
1008214.un05 prasenj medium 4 80 96:00 R 36:09 hpc707,hpc710,hpc605,hpc615
1008264.un05 bgovind medium 2 40 96:00 R 51:15 hpc601,hpc611
1008265.un05 rshreya medium 2 40 96:00 R 30:06 hpc700,hpc699
