JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
958425.un05 jyothi large 16 320 96:00 R 91:47 hpc015,hpc059,hpc062,hpc066,hpc067,hpc068,hpc070,hpc069,hpc071,hpc100,hpc080,hpc082,hpc337,hpc345,hpc378,hpc388
991949.un05 prasenj large 6 120 96:00 R 04:01 hpc286,hpc294,hpc298,hpc303,hpc315,hpc307
1008448.un05 yksri large 16 320 96:00 R 69:51 hpc409,hpc006,hpc008,hpc025,hpc028,hpc033,hpc037,hpc224,hpc239,hpc248,hpc343,hpc352,hpc380,hpc383,hpc417,hpc466
1006742.un05 subhamr small 2 40 120:0 R 70:41 hpc764,hpc759
1006747.un05 prasenj small 2 40 120:0 R 92:24 hpc833,hpc832
1006748.un05 prasenj medium 4 80 96:00 R 92:32 hpc637,hpc635,hpc643,hpc644
1006888.un05 subhamr hyperthr 2 80 120:0 R 92:40 hpc844,hpc856
1006989.un05 subhamr large 6 120 96:00 R 89:01 hpc426,hpc427,hpc429,hpc430,hpc432,hpc433
1006991.un05 subhamr medium 4 80 96:00 R 92:41 hpc608,hpc610,hpc612,hpc602
1006996.un05 bhati medium 4 80 96:00 R 74:33 hpc709,hpc711,hpc712,hpc714
1007209.un05 rshreya medium 2 40 96:00 R 85:17 hpc700,hpc699
1007387.un05 rshreya medium 2 40 96:00 R 64:22 hpc647,hpc638
1008596.un05 anandha2 large 16 320 96:00 R 51:23 hpc401,hpc411,hpc311,hpc064,hpc084,hpc375,hpc398,hpc412,hpc431,hpc219,hpc220,hpc221,hpc223,hpc268,hpc269,hpc381
1007673.un05 username small 2 40 120:0 R 106:3 hpc771,hpc773
1007679.un05 username small 2 40 120:0 R 64:30 hpc747,hpc745
1007686.un05 username small 2 40 120:0 R 09:09 hpc811,hpc818
1007777.un05 vthakkur large 10 200 96:00 R 82:50 hpc233,hpc234,hpc437
1008882.un05 shaik22 large 16 320 96:00 R 28:27 hpc240,hpc368,hpc387,hpc113,hpc114,hpc115,hpc236,hpc238,hpc263,hpc281,hpc284,hpc287,hpc288,hpc289,hpc290,hpc292
1007856.un05 tvinay small 2 40 120:0 R 105:4 hpc787,hpc796
1007864.un05 anurags2 small 2 40 120:0 R 105:4 hpc788,hpc801
1008589.un05 kavanmp2 large 16 320 96:00 R 48:06 hpc152,hpc416,hpc265,hpc031,hpc032,hpc143,hpc144,hpc145,hpc146,hpc147,hpc148,hpc187,hpc194,hpc235,hpc278,hpc317
1007906.un05 gmaurya2 small 2 40 120:0 R 111:5 hpc774,hpc770
1007603.un05 arnesh large 16 320 96:00 R 58:53 hpc053,hpc272,hpc136,hpc162,hpc164,hpc175,hpc184,hpc191,hpc195,hpc252,hpc279,hpc310,hpc316,hpc342,hpc372,hpc374
1008045.un05 anshudas large 16 320 96:00 R 67:41 hpc313,hpc043,hpc044,hpc065,hpc089,hpc090,hpc091,hpc092,hpc094,hpc096,hpc098,hpc177,hpc179,hpc180,hpc186,hpc215
1007943.un05 krishnar large 6 120 72:00 R 68:34 hpc058,hpc093,hpc137,hpc138,hpc156,hpc172
1007944.un05 razia large 10 200 96:00 R 66:57 hpc285,hpc038,hpc039,hpc040,hpc041,hpc081,hpc083,hpc323,hpc324,hpc331
1007946.un05 bgovind medium 2 40 96:00 R 93:24 hpc615,hpc605
1007953.un05 vrahul small 2 40 120:0 R 106:4 hpc817,hpc815
1007966.un05 bgovind small 2 40 120:0 R 67:46 hpc838,hpc827
1008002.un05 meesalas medium 2 40 96:00 R 69:05 hpc524,hpc528
1008531.un05 gdurgesh large 16 320 96:00 R 46:36 hpc392,hpc397,hpc123,hpc125,hpc124,hpc126,hpc127,hpc128,hpc129,hpc130,hpc133,hpc134,hpc160,hpc225,hpc262,hpc338
1008346.un05 anshudas large 16 320 96:00 R 62:41 hpc332,hpc009,hpc010,hpc030,hpc034,hpc077,hpc079,hpc122,hpc217,hpc257,hpc258,hpc276,hpc293,hpc321,hpc349,hpc379
1008180.un05 lawasmuk small 2 40 120:0 R 95:38 hpc766,hpc768
1008185.un05 lawasmuk small 2 40 120:0 R 95:27 hpc803,hpc798
1008198.un05 lawasmuk hyperthr 2 40 120:0 R 92:42 hpc841,hpc854
1008200.un05 rrpandey large 6 120 96:00 R 93:12 hpc027,hpc104,hpc139,hpc169,hpc005,hpc007
1008207.un05 subhamr large 6 120 96:00 R 33:23 hpc453,hpc454,hpc013,hpc018,hpc202,hpc231
1008249.un05 digamber small 2 40 120:0 R 81:45 hpc746,hpc753
1008257.un05 bgovind medium 2 40 96:00 R 83:07 hpc649,hpc639
1008259.un05 bgovind large 6 120 72:00 R 57:44 hpc469,hpc473,hpc475,hpc478,hpc480,hpc482
1008264.un05 bgovind medium 2 40 96:00 R 12:30 hpc601,hpc611
1008267.un05 abhigpt large 10 200 96:00 R 54:32 hpc407,hpc073,hpc075,hpc076,hpc207,hpc237,hpc249,hpc346,hpc476,hpc153
1008268.un05 kshiv medium 4 80 90:00 R 82:54 hpc617,hpc623,hpc633,hpc634
1008305.un05 kavatar small 2 40 120:0 R 75:53 hpc804,hpc802
1008311.un05 kmashok large 16 320 96:00 R 60:24 hpc481,hpc189,hpc193,hpc241,hpc410,hpc414,hpc479,hpc097,hpc140,hpc326,hpc327,hpc328,hpc355,hpc356,hpc357,hpc358
1008313.un05 kmashok large 16 320 96:00 R 60:13 hpc361,hpc363,hpc366,hpc371,hpc403,hpc404,hpc405,hpc035,hpc036,hpc055,hpc056,hpc087,hpc101,hpc165,hpc167,hpc283
1008314.un05 kmashok medium 6 120 96:00 R 81:02 hpc592,hpc597,hpc600,hpc596,hpc589,hpc590
1008316.un05 kmashok medium 6 120 96:00 R 79:59 hpc673,hpc678,hpc682,hpc685,hpc688,hpc672
1008320.un05 shashank medium 6 120 96:00 R 80:39 hpc559,hpc560,hpc561,hpc548,hpc550,hpc551
1008323.un05 jitum21 medium 6 120 96:00 R 80:29 hpc553,hpc556,hpc564,hpc549,hpc552,hpc557
1008325.un05 jitum21 medium 6 120 96:00 R 80:26 hpc742,hpc614,hpc558,hpc562,hpc554,hpc702
1008334.un05 javedm large 15 300 72:00 R 33:41 hpc370,hpc467,hpc014,hpc116,hpc190,hpc208,hpc214,hpc216,hpc227,hpc250,hpc319,hpc322,hpc325,hpc329,hpc335
1008335.un05 javedm large 15 300 72:00 R 20:09 hpc159,hpc192,hpc196,hpc209,hpc210,hpc299,hpc382,hpc095,hpc109,hpc163,hpc181,hpc468,hpc470,hpc011,hpc052
1008337.un05 farahn large 16 320 96:00 R 12:24 hpc457,hpc458,hpc111,hpc120,hpc312,hpc376,hpc391,hpc415,hpc106,hpc158,hpc161,hpc168,hpc171,hpc173,hpc176,hpc197
1008350.un05 arnabh22 large 6 120 96:00 R 78:24 hpc204,hpc300,hpc305,hpc340,hpc353,hpc360
1008369.un05 bhati large 6 120 96:00 R 22:26 hpc304,hpc436,hpc461,hpc016,hpc057,hpc151
1008372.un05 gdurgesh medium 6 120 96:00 R 77:36 hpc500,hpc503,hpc507,hpc509,hpc510,hpc511
1008373.un05 shaik22 medium 6 120 96:00 R 77:34 hpc499,hpc504,hpc505,hpc506,hpc508,hpc512
1008374.un05 shaik22 medium 6 120 96:00 R 77:32 hpc546,hpc532,hpc534,hpc536,hpc578,hpc616
1008378.un05 raihan medium 4 80 96:00 R 77:04 hpc713,hpc715,hpc716,hpc719
1008379.un05 raihan large 6 120 96:00 R 76:28 hpc251,hpc334,hpc017,hpc132,hpc141,hpc229
1008389.un05 farahn large 10 200 96:00 R 68:22 hpc222,hpc042,hpc045,hpc046,hpc047,hpc049,hpc050,hpc245,hpc291,hpc301
1008393.un05 krishnar small 2 40 120:0 R 76:27 hpc760,hpc761
1008396.un05 krishnar small 2 40 120:0 R 60:57 hpc748,hpc758
1008424.un05 ykedar large 6 120 96:00 R 69:16 hpc483,hpc399,hpc400,hpc402,hpc460,hpc464
1008425.un05 ykedar large 6 120 96:00 R 69:14 hpc484,hpc012,hpc212,hpc259,hpc261,hpc384
1008431.un05 ykedar medium 6 120 96:00 R 64:00 hpc723,hpc724,hpc735,hpc737,hpc738,hpc740
1008432.un05 ykedar medium 6 120 96:00 R 59:29 hpc493,hpc705,hpc706,hpc720,hpc722,hpc488
1008433.un05 bhavanap small 2 40 120:0 R 26:15 hpc751,hpc752
1008434.un05 bhavanap medium 2 40 96:00 R 27:34 hpc487,hpc494
1008437.un05 ddebasis large 6 120 96:00 R 68:54 hpc421,hpc107,hpc108,hpc369,hpc385,hpc408
1008438.un05 ddebasis large 8 160 96:00 R 58:30 hpc377,hpc462,hpc465,hpc024,hpc061,hpc074,hpc135,hpc166
1008439.un05 ddebasis medium 4 80 96:00 R 68:49 hpc741,hpc689,hpc693,hpc640
1008440.un05 ddebasis medium 4 80 96:00 R 61:58 hpc641,hpc518,hpc523,hpc490
1008444.un05 krishnar medium 2 40 96:00 R 60:30 hpc598,hpc585
1008451.un05 prasenj small 2 40 120:0 R 68:50 hpc763,hpc762
1008524.un05 nidhig medium 6 120 96:00 R 55:16 hpc725,hpc729,hpc730,hpc731,hpc732,hpc733
1008529.un05 kmashok medium 6 120 96:00 R 55:06 hpc624,hpc626,hpc627,hpc628,hpc630,hpc632
1008781.un05 gdurgesh large 16 320 96:00 R 18:33 hpc086,hpc088,hpc099,hpc102,hpc105,hpc142,hpc149,hpc154,hpc205,hpc211,hpc242,hpc302,hpc362,hpc424,hpc260,hpc295
1008559.un05 krishnar large 6 120 72:00 R 47:57 hpc389,hpc390,hpc393,hpc394,hpc395,hpc396
1008564.un05 krishnar small 2 40 120:0 R 12:30 hpc749,hpc754
1008569.un05 krishnar medium 2 40 96:00 R 21:17 hpc690,hpc691
1008573.un05 bgovind small 2 40 120:0 R 35:58 hpc829,hpc837
1008575.un05 meesalas medium 2 40 96:00 R 44:49 hpc606,hpc607
1008577.un05 meesalas small 2 40 120:0 R 33:49 hpc823,hpc836
1008579.un05 meesalas large 6 120 72:00 R 54:30 hpc019,hpc020,hpc021,hpc022,hpc023,hpc026
1008582.un05 meesalas large 6 120 72:00 R 00:26 hpc373,hpc422,hpc440,hpc117,hpc253,hpc254
