JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
1006468.un05 anandha2 large 16 320 96:00 R 72:48 hpc029,hpc063,hpc243,hpc244,hpc266,hpc267,hpc311,hpc375,hpc386,hpc418,hpc420,hpc423,hpc425,hpc428,hpc463,hpc467
990348.un05 kavatar small 2 40 120:0 R 99:38 hpc797,hpc799
996905.un05 rupeshks medium 4 80 96:00 R 89:49 hpc505,hpc506,hpc614,hpc708
998440.un05 adigoyal medium 4 80 96:00 R 66:32 hpc660,hpc692,hpc636,hpc645
1001394.un05 mosesb medium 6 120 96:00 R 22:00 hpc573,hpc584,hpc637,hpc670,hpc707,hpc742
1003395.un05 kavatar hyperthr 2 80 120:0 R 22:11 hpc848,hpc852
1003620.un05 shitansh large 10 200 96:00 R 04:11 hpc283,hpc297,hpc035,hpc036,hpc055,hpc056,hpc087,hpc101,hpc165,hpc167
1006883.un05 yksri large 16 320 96:00 R 14:50 hpc080,hpc082,hpc337,hpc345,hpc378,hpc388,hpc426,hpc427,hpc429,hpc430,hpc432,hpc433,hpc469,hpc473,hpc475,hpc480
1004182.un05 subhamr medium 4 80 96:00 R 12:24 hpc652,hpc635,hpc643,hpc644
1004185.un05 prasenj hyperthr 2 80 120:0 R 104:2 hpc850,hpc849
1001003.un05 gdurgesh large 16 320 96:00 R 89:15 hpc006,hpc008,hpc033,hpc037,hpc043,hpc044,hpc052,hpc086,hpc088,hpc099,hpc105,hpc154,hpc460,hpc464,hpc484,hpc058
1004941.un05 prasenj medium 4 80 96:00 R 44:23 hpc682,hpc685,hpc701,hpc672
1004949.un05 subhamr large 6 120 96:00 R 17:02 hpc013,hpc018,hpc027,hpc104,hpc139,hpc169
1005120.un05 rshreya medium 2 40 96:00 R 79:00 hpc641,hpc642
1005316.un05 digamber small 2 40 120:0 R 15:53 hpc762,hpc765
1006737.un05 kavanmp2 large 16 320 96:00 R 47:52 hpc477,hpc188,hpc106,hpc158,hpc161,hpc198,hpc201,hpc202,hpc206,hpc236,hpc238,hpc245,hpc260,hpc295,hpc296,hpc309
1006840.un05 lawpraka large 16 320 96:00 R 31:00 hpc031,hpc032,hpc143,hpc144,hpc145,hpc146,hpc147,hpc148,hpc187,hpc194,hpc235,hpc278,hpc317,hpc341,hpc485,hpc486
1005402.un05 krishnar medium 2 40 96:00 R 78:50 hpc488,hpc489
1005451.un05 subhamr large 6 120 96:00 R 12:04 hpc066,hpc067,hpc068,hpc070,hpc069,hpc071
1005452.un05 subhamr hyperthr 2 80 120:0 R 27:14 hpc843,hpc846
1005471.un05 tvinay small 2 40 120:0 R 117:2 hpc812,hpc814
1005565.un05 asarkar small 2 40 120:0 R 105:0 hpc811,hpc820
1005598.un05 krishnar small 2 40 120:0 R 78:44 hpc743,hpc755
1005601.un05 razia large 10 200 96:00 R 86:43 hpc323,hpc324,hpc331,hpc332,hpc177,hpc179,hpc180,hpc186,hpc215,hpc285
1005609.un05 meesalas small 2 40 120:0 R 100:5 hpc823,hpc836
1005671.un05 meesalas small 2 40 120:0 R 78:17 hpc772,hpc775
1005751.un05 bgovind small 2 40 120:0 R 86:24 hpc757,hpc827
1005754.un05 kmashok large 12 240 96:00 R 79:27 hpc326,hpc327,hpc328,hpc406,hpc361,hpc363,hpc403,hpc404,hpc405,hpc413,hpc097,hpc140
1005819.un05 anikm21 large 7 140 96:00 R 71:27 hpc112,hpc306,hpc308,hpc367,hpc381,hpc387,hpc461
1005974.un05 anurags2 small 2 40 120:0 R 75:40 hpc828,hpc831
1005999.un05 meesalas medium 2 40 96:00 R 82:47 hpc524,hpc528
1006005.un05 vthakkur large 10 200 96:00 R 65:43 hpc333,hpc365,hpc370,hpc407,hpc012,hpc015,hpc059,hpc072,hpc078,hpc110
1006015.un05 vrahul large 10 200 96:00 R 94:44 hpc010,hpc349,hpc009,hpc077,hpc079,hpc122,hpc217,hpc321,hpc379,hpc481
1006048.un05 prasenj small 2 40 120:0 R 52:46 hpc787,hpc796
1006052.un05 subhamr small 2 40 120:0 R 26:51 hpc767,hpc764
1006058.un05 agajehan small 2 40 120:0 R 91:49 hpc815,hpc819
1006065.un05 agajehan small 2 40 120:0 R 59:43 hpc770,hpc779
1006396.un05 ramkumar small 2 40 120:0 R 76:50 hpc806,hpc822
1006398.un05 ramkumar small 2 40 120:0 R 75:24 hpc744,hpc752
1006489.un05 ramkumar small 2 40 120:0 R 71:05 hpc784,hpc803
1006090.un05 dpoddar small 2 40 120:0 R 52:45 hpc788,hpc801
1006521.un05 ramkumar large 6 120 96:00 R 71:11 hpc038,hpc039,hpc040,hpc041,hpc081,hpc083
1006608.un05 ramkumar large 6 120 96:00 R 61:37 hpc257,hpc258,hpc276,hpc293,hpc030,hpc034
1006127.un05 jitum21 large 10 200 96:00 R 89:51 hpc025,hpc028,hpc065,hpc089,hpc090,hpc091,hpc092,hpc094,hpc096,hpc098
1006244.un05 keshavy2 large 6 120 96:00 R 92:35 hpc054,hpc103,hpc131,hpc152,hpc391,hpc421
1006273.un05 raihan medium 4 80 96:00 R 91:18 hpc633,hpc634,hpc695,hpc698
1006274.un05 raihan large 6 120 96:00 R 89:51 hpc107,hpc108,hpc369,hpc385,hpc408,hpc409
1006343.un05 akmishr hyperthr 2 40 120:0 R 77:30 hpc841,hpc842
1006348.un05 kmashok medium 6 120 96:00 R 78:53 hpc570,hpc571,hpc572,hpc575,hpc577,hpc582
1006355.un05 farahn medium 6 120 96:00 R 78:37 hpc508,hpc496,hpc498,hpc499,hpc504,hpc512
1006362.un05 soumyadi large 10 200 96:00 R 78:20 hpc151,hpc159,hpc192,hpc196,hpc209,hpc210,hpc299,hpc382,hpc016,hpc057
