JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
1006468.un05 anandha2 large 16 320 96:00 R 57:51 hpc029,hpc063,hpc243,hpc244,hpc266,hpc267,hpc311,hpc375,hpc386,hpc418,hpc420,hpc423,hpc425,hpc428,hpc463,hpc467
990348.un05 kavatar small 2 40 120:0 R 84:42 hpc797,hpc799
996905.un05 rupeshks medium 4 80 96:00 R 74:55 hpc505,hpc506,hpc614,hpc708
998440.un05 adigoyal medium 4 80 96:00 R 51:38 hpc660,hpc692,hpc636,hpc645
1001394.un05 mosesb medium 6 120 96:00 R 07:06 hpc573,hpc584,hpc637,hpc670,hpc707,hpc742
1003395.un05 kavatar hyperthr 2 80 120:0 R 07:16 hpc848,hpc852
1004185.un05 prasenj hyperthr 2 80 120:0 R 89:31 hpc850,hpc849
1004498.un05 rishik21 small 2 40 120:0 R 85:00 hpc745,hpc792
1001003.un05 gdurgesh large 16 320 96:00 R 74:20 hpc006,hpc008,hpc033,hpc037,hpc043,hpc044,hpc052,hpc086,hpc088,hpc099,hpc105,hpc154,hpc460,hpc464,hpc484,hpc058
1004741.un05 meesalas small 2 40 120:0 R 116:3 hpc824,hpc825
1004762.un05 rshreya medium 2 40 96:00 R 85:42 hpc699,hpc704
1004941.un05 prasenj medium 4 80 96:00 R 29:28 hpc682,hpc685,hpc701,hpc672
1004949.un05 subhamr large 6 120 96:00 R 02:07 hpc013,hpc018,hpc027,hpc104,hpc139,hpc169
1005120.un05 rshreya medium 2 40 96:00 R 64:05 hpc641,hpc642
1005268.un05 bhavanap small 2 40 120:0 R 69:16 hpc830,hpc832
1005271.un05 bhavanap medium 2 40 96:00 R 71:32 hpc487,hpc494
1005296.un05 vthakkur large 10 200 96:00 R 87:20 hpc142,hpc149,hpc211,hpc239,hpc352,hpc380,hpc466,hpc483,hpc011,hpc102
1005312.un05 digamber small 2 40 120:0 R 119:5 hpc759,hpc763
1005313.un05 digamber small 2 40 120:0 R 117:3 hpc754,hpc758
1005316.un05 digamber small 2 40 120:0 R 00:58 hpc762,hpc765
1005319.un05 owaism small 2 40 120:0 R 113:5 hpc777,hpc785
