JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
999122.un05 dineskr2 medium 6 120 35:00 R 07:05 hpc561,hpc549,hpc556,hpc559,hpc560,hpc564
1000837.un05 dkgorai medium 4 80 96:00 R 13:11 hpc590,hpc591,hpc595,hpc599
1001394.un05 mosesb medium 6 120 96:00 R 54:31 hpc573,hpc584,hpc637,hpc670,hpc707,hpc742
1003395.un05 kavatar hyperthr 2 80 120:0 R 54:41 hpc848,hpc852
1006883.un05 yksri large 16 320 96:00 R 47:19 hpc080,hpc082,hpc337,hpc345,hpc378,hpc388,hpc426,hpc427,hpc429,hpc430,hpc432,hpc433,hpc469,hpc473,hpc475,hpc480
1004182.un05 subhamr medium 4 80 96:00 R 44:53 hpc652,hpc635,hpc643,hpc644
1004941.un05 prasenj medium 4 80 96:00 R 76:53 hpc682,hpc685,hpc701,hpc672
1004949.un05 subhamr large 6 120 96:00 R 49:32 hpc013,hpc018,hpc027,hpc104,hpc139,hpc169
1005316.un05 digamber small 2 40 120:0 R 48:22 hpc762,hpc765
1006737.un05 kavanmp2 large 16 320 96:00 R 80:23 hpc477,hpc188,hpc106,hpc158,hpc161,hpc198,hpc201,hpc202,hpc206,hpc236,hpc238,hpc245,hpc260,hpc295,hpc296,hpc309
1006840.un05 lawpraka large 16 320 96:00 R 63:30 hpc031,hpc032,hpc143,hpc144,hpc145,hpc146,hpc147,hpc148,hpc187,hpc194,hpc235,hpc278,hpc317,hpc341,hpc485,hpc486
1005451.un05 subhamr large 6 120 96:00 R 44:36 hpc066,hpc067,hpc068,hpc070,hpc069,hpc071
1005452.un05 subhamr hyperthr 2 80 120:0 R 59:44 hpc843,hpc846
1005598.un05 krishnar small 2 40 120:0 R 111:1 hpc743,hpc755
1005671.un05 meesalas small 2 40 120:0 R 110:4 hpc772,hpc775
1005974.un05 anurags2 small 2 40 120:0 R 108:0 hpc828,hpc831
1006048.un05 prasenj small 2 40 120:0 R 85:15 hpc787,hpc796
1006050.un05 prasenj hyperthr 2 80 120:0 R 16:54 hpc850,hpc849
1006065.un05 agajehan small 2 40 120:0 R 92:13 hpc770,hpc779
1006396.un05 ramkumar small 2 40 120:0 R 109:2 hpc806,hpc822
1006398.un05 ramkumar small 2 40 120:0 R 107:5 hpc744,hpc752
1006489.un05 ramkumar small 2 40 120:0 R 103:3 hpc784,hpc803
1006090.un05 dpoddar small 2 40 120:0 R 85:15 hpc788,hpc801
1006343.un05 akmishr hyperthr 2 40 120:0 R 110:0 hpc841,hpc842
1006373.un05 krishnar small 2 40 120:0 R 56:08 hpc760,hpc761
1006379.un05 bgovind small 2 40 120:0 R 93:11 hpc781,hpc791
1006380.un05 rishik21 small 2 40 120:0 R 83:09 hpc795,hpc800
1006382.un05 bgovind small 2 40 120:0 R 58:14 hpc771,hpc773
1006383.un05 rishik21 small 2 40 120:0 R 80:41 hpc747,hpc749
1006385.un05 bgovind medium 2 40 96:00 R 85:17 hpc602,hpc608
1006387.un05 rishik21 small 2 40 120:0 R 45:35 hpc745,hpc792
1006390.un05 meesalas small 2 40 120:0 R 44:01 hpc824,hpc825
1006406.un05 bhavanap small 2 40 120:0 R 39:46 hpc830,hpc832
1006407.un05 bhavanap medium 2 40 96:00 R 41:41 hpc487,hpc494
1006415.un05 razia large 10 200 96:00 R 66:01 hpc441,hpc442,hpc443,hpc444,hpc449,hpc451,hpc455,hpc456,hpc457,hpc458
1006422.un05 vrahul small 2 40 120:0 R 89:03 hpc769,hpc776
1006429.un05 rshreya medium 2 40 96:00 R 17:46 hpc638,hpc641
1006431.un05 rshreya medium 2 40 96:00 R 38:54 hpc702,hpc699
1006855.un05 gdurgesh large 16 320 96:00 R 63:30 hpc113,hpc114,hpc115,hpc263,hpc281,hpc284,hpc287,hpc288,hpc289,hpc290,hpc292,hpc304,hpc312,hpc348,hpc392,hpc397
1006502.un05 abhigpt large 10 200 96:00 R 53:21 hpc350,hpc373,hpc318,hpc060,hpc280,hpc314,hpc339,hpc364,hpc422,hpc440
1006542.un05 prasenj small 2 40 120:0 R 65:49 hpc789,hpc826
1006547.un05 bgovind large 6 120 72:00 R 58:01 hpc019,hpc020,hpc021,hpc022,hpc023,hpc026
1006590.un05 owaism small 2 40 120:0 R 64:37 hpc834,hpc794
1006593.un05 owaism small 2 40 120:0 R 61:15 hpc746,hpc753
1006636.un05 smulewa2 medium 3 60 96:00 R 88:27 hpc495,hpc497,hpc501
1006665.un05 meesalas medium 2 40 96:00 R 49:49 hpc603,hpc604
