JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
1006468.un05 anandha2 large 16 320 96:00 R 91:27 hpc029,hpc063,hpc243,hpc244,hpc266,hpc267,hpc311,hpc375,hpc386,hpc418,hpc420,hpc423,hpc425,hpc428,hpc463,hpc467
990348.un05 kavatar small 2 40 120:0 R 118:1 hpc797,hpc799
998440.un05 adigoyal medium 4 80 96:00 R 85:12 hpc660,hpc692,hpc636,hpc645
1001394.un05 mosesb medium 6 120 96:00 R 40:41 hpc573,hpc584,hpc637,hpc670,hpc707,hpc742
1003395.un05 kavatar hyperthr 2 80 120:0 R 40:52 hpc848,hpc852
1006883.un05 yksri large 16 320 96:00 R 33:30 hpc080,hpc082,hpc337,hpc345,hpc378,hpc388,hpc426,hpc427,hpc429,hpc430,hpc432,hpc433,hpc469,hpc473,hpc475,hpc480
1004182.un05 subhamr medium 4 80 96:00 R 31:02 hpc652,hpc635,hpc643,hpc644
1004941.un05 prasenj medium 4 80 96:00 R 63:02 hpc682,hpc685,hpc701,hpc672
1004949.un05 subhamr large 6 120 96:00 R 35:42 hpc013,hpc018,hpc027,hpc104,hpc139,hpc169
1005316.un05 digamber small 2 40 120:0 R 34:31 hpc762,hpc765
1006737.un05 kavanmp2 large 16 320 96:00 R 66:33 hpc477,hpc188,hpc106,hpc158,hpc161,hpc198,hpc201,hpc202,hpc206,hpc236,hpc238,hpc245,hpc260,hpc295,hpc296,hpc309
1006840.un05 lawpraka large 16 320 96:00 R 49:42 hpc031,hpc032,hpc143,hpc144,hpc145,hpc146,hpc147,hpc148,hpc187,hpc194,hpc235,hpc278,hpc317,hpc341,hpc485,hpc486
1005451.un05 subhamr large 6 120 96:00 R 30:45 hpc066,hpc067,hpc068,hpc070,hpc069,hpc071
1005452.un05 subhamr hyperthr 2 80 120:0 R 45:55 hpc843,hpc846
1005598.un05 krishnar small 2 40 120:0 R 97:23 hpc743,hpc755
1005609.un05 meesalas small 2 40 120:0 R 119:3 hpc823,hpc836
1005671.un05 meesalas small 2 40 120:0 R 96:58 hpc772,hpc775
1005819.un05 anikm21 large 7 140 96:00 R 90:07 hpc112,hpc306,hpc308,hpc367,hpc381,hpc387,hpc461
1005974.un05 anurags2 small 2 40 120:0 R 94:19 hpc828,hpc831
1006005.un05 vthakkur large 10 200 96:00 R 84:23 hpc333,hpc365,hpc370,hpc407,hpc012,hpc015,hpc059,hpc072,hpc078,hpc110
1006048.un05 prasenj small 2 40 120:0 R 71:25 hpc787,hpc796
1006050.un05 prasenj hyperthr 2 80 120:0 R 03:03 hpc850,hpc849
1006052.un05 subhamr small 2 40 120:0 R 45:32 hpc767,hpc764
1006058.un05 agajehan small 2 40 120:0 R 110:2 hpc815,hpc819
1006065.un05 agajehan small 2 40 120:0 R 78:24 hpc770,hpc779
1006396.un05 ramkumar small 2 40 120:0 R 95:30 hpc806,hpc822
1006398.un05 ramkumar small 2 40 120:0 R 94:05 hpc744,hpc752
1006489.un05 ramkumar small 2 40 120:0 R 89:45 hpc784,hpc803
1006090.un05 dpoddar small 2 40 120:0 R 71:26 hpc788,hpc801
1006343.un05 akmishr hyperthr 2 40 120:0 R 96:09 hpc841,hpc842
1006373.un05 krishnar small 2 40 120:0 R 42:18 hpc760,hpc761
1006379.un05 bgovind small 2 40 120:0 R 79:22 hpc781,hpc791
1006380.un05 rishik21 small 2 40 120:0 R 69:19 hpc795,hpc800
1006382.un05 bgovind small 2 40 120:0 R 44:24 hpc771,hpc773
1006383.un05 rishik21 small 2 40 120:0 R 66:51 hpc747,hpc749
1006385.un05 bgovind medium 2 40 96:00 R 71:28 hpc602,hpc608
1006387.un05 rishik21 small 2 40 120:0 R 31:45 hpc745,hpc792
1006390.un05 meesalas small 2 40 120:0 R 30:13 hpc824,hpc825
1006406.un05 bhavanap small 2 40 120:0 R 25:57 hpc830,hpc832
1006407.un05 bhavanap medium 2 40 96:00 R 27:50 hpc487,hpc494
1006414.un05 abhigpt large 10 200 96:00 R 92:15 hpc073,hpc075,hpc076,hpc207,hpc237,hpc249,hpc264,hpc282,hpc398,hpc412
1006415.un05 razia large 10 200 96:00 R 52:12 hpc441,hpc442,hpc443,hpc444,hpc449,hpc451,hpc455,hpc456,hpc457,hpc458
1006419.un05 vrahul medium 2 40 96:00 R 95:42 hpc673,hpc678
1006422.un05 vrahul small 2 40 120:0 R 75:13 hpc769,hpc776
1006429.un05 rshreya medium 2 40 96:00 R 03:57 hpc638,hpc641
1006431.un05 rshreya medium 2 40 96:00 R 25:03 hpc702,hpc699
1006436.un05 gauravh small 2 40 120:0 R 57:53 hpc766,hpc768
1006442.un05 meesalas medium 2 40 96:00 R 82:32 hpc606,hpc611
1006445.un05 meesalas large 6 120 72:00 R 49:13 hpc253,hpc254,hpc255,hpc259,hpc261,hpc302
1006481.un05 gdurgesh medium 6 120 96:00 R 91:58 hpc556,hpc560,hpc563,hpc559,hpc564,hpc549
1006855.un05 gdurgesh large 16 320 96:00 R 49:41 hpc113,hpc114,hpc115,hpc263,hpc281,hpc284,hpc287,hpc288,hpc289,hpc290,hpc292,hpc304,hpc312,hpc348,hpc392,hpc397
1006485.un05 gdurgesh medium 6 120 96:00 R 91:51 hpc529,hpc532,hpc535,hpc538,hpc540,hpc544
1006490.un05 arnesh medium 6 120 96:00 R 91:45 hpc658,hpc668,hpc655,hpc656,hpc657,hpc662
1006491.un05 ramkumar medium 4 80 96:00 R 91:44 hpc694,hpc663,hpc667,hpc537
1006498.un05 krishnar large 6 120 72:00 R 58:15 hpc246,hpc247,hpc093,hpc240,hpc256,hpc277
1006502.un05 abhigpt large 10 200 96:00 R 39:29 hpc350,hpc373,hpc318,hpc060,hpc280,hpc314,hpc339,hpc364,hpc422,hpc440
1006600.un05 shaik22 large 16 320 96:00 R 83:53 hpc262,hpc338,hpc376,hpc415,hpc121,hpc123,hpc125,hpc124,hpc126,hpc127,hpc128,hpc129,hpc130,hpc133,hpc160,hpc225
1006542.un05 prasenj small 2 40 120:0 R 51:58 hpc789,hpc826
1006547.un05 bgovind large 6 120 72:00 R 44:11 hpc019,hpc020,hpc021,hpc022,hpc023,hpc026
1006551.un05 rrpandey medium 2 40 96:00 R 89:21 hpc684,hpc687
1006552.un05 rrpandey medium 2 40 96:00 R 89:20 hpc624,hpc689
1006553.un05 rrpandey medium 2 40 96:00 R 87:46 hpc514,hpc518
1006590.un05 owaism small 2 40 120:0 R 50:47 hpc834,hpc794
1006593.un05 owaism small 2 40 120:0 R 47:27 hpc746,hpc753
1006595.un05 varaddao large 6 120 96:00 R 84:48 hpc005,hpc007,hpc157,hpc174,hpc424,hpc051
1006607.un05 smulewa2 medium 3 60 96:00 R 83:11 hpc565,hpc566,hpc569
1006636.un05 smulewa2 medium 3 60 96:00 R 74:38 hpc495,hpc497,hpc501
1006663.un05 krishnar medium 2 40 96:00 R 67:56 hpc696,hpc697
1006665.un05 meesalas medium 2 40 96:00 R 36:00 hpc603,hpc604
1006674.un05 paulamic large 6 120 96:00 R 72:01 hpc335,hpc347,hpc185,hpc190,hpc214,hpc227
1006689.un05 kavatar small 2 40 120:0 R 46:54 hpc780,hpc782
1006709.un05 farahn large 12 240 96:00 R 48:50 hpc219,hpc220,hpc221,hpc223,hpc268,hpc269,hpc270,hpc271,hpc274,hpc275,hpc401,hpc411
1006712.un05 smulewa2 medium 3 60 96:00 R 69:30 hpc615,hpc545,hpc574
1006731.un05 prabodhr medium 2 40 96:00 R 65:38 hpc553,hpc561
1007383.un05 kavanmp2 large 16 320 96:00 R 00:36 hpc175,hpc184,hpc310,hpc316,hpc342,hpc372,hpc374,hpc377,hpc462,hpc465,hpc162,hpc164,hpc191,hpc195,hpc252,hpc279
1006782.un05 arnesh large 16 320 96:00 R 26:07 hpc014,hpc208,hpc216,hpc250,hpc416,hpc419,hpc116,hpc119,hpc322,hpc325,hpc329,hpc368,hpc117,hpc319,hpc336,hpc351
1006776.un05 anshudas large 16 320 96:00 R 60:02 hpc471,hpc273,hpc024,hpc061,hpc074,hpc135,hpc166,hpc199,hpc200,hpc218,hpc226,hpc228,hpc230,hpc232,hpc434,hpc435
1006746.un05 subhamr small 2 40 120:0 R 33:28 hpc759,hpc763
1006755.un05 raihan medium 4 80 96:00 R 66:17 hpc700,hpc717,hpc589,hpc613
1006756.un05 raihan large 6 120 96:00 R 67:59 hpc445,hpc446,hpc447,hpc448,hpc453,hpc454
1006757.un05 vthakkur large 10 200 96:00 R 24:33 hpc170,hpc203,hpc320,hpc330,hpc344,hpc354,hpc384,hpc399,hpc400,hpc402
1006763.un05 krishnar medium 2 40 96:00 R 03:39 hpc490,hpc493
1006767.un05 bgovind medium 2 40 96:00 R 50:11 hpc515,hpc525
1006774.un05 rishika2 large 6 120 96:00 R 62:49 hpc478,hpc482,hpc233,hpc234,hpc437,hpc438
1006779.un05 anshudas large 16 320 96:00 R 59:17 hpc431,hpc265,hpc064,hpc213,hpc084,hpc085,hpc111,hpc120,hpc168,hpc173,hpc176,hpc205,hpc242,hpc359,hpc362,hpc436
1007181.un05 shaik22 large 16 320 96:00 R 11:36 hpc052,hpc086,hpc088,hpc099,hpc105,hpc154,hpc460,hpc464,hpc484,hpc058,hpc011,hpc102,hpc142,hpc149,hpc211,hpc212
1007317.un05 anandha2 large 16 320 96:00 R 09:23 hpc043,hpc044,hpc065,hpc089,hpc090,hpc091,hpc092,hpc094,hpc096,hpc098,hpc177,hpc179,hpc180,hpc186,hpc215,hpc285
1006789.un05 lawpraka large 16 320 96:00 R 11:32 hpc224,hpc239,hpc248,hpc343,hpc352,hpc380,hpc383,hpc417,hpc466,hpc483,hpc006,hpc008,hpc025,hpc028,hpc033,hpc037
1006793.un05 mmkr20 large 6 120 96:00 R 58:50 hpc468,hpc470,hpc095,hpc109,hpc163,hpc181
1006794.un05 mmkr20 large 6 120 96:00 R 54:56 hpc474,hpc472,hpc150,hpc178,hpc182,hpc183
1006796.un05 mmkr20 medium 4 80 96:00 R 62:32 hpc557,hpc558,hpc562,hpc554
1006797.un05 mmkr20 medium 4 80 96:00 R 61:58 hpc688,hpc690,hpc691,hpc693
1006800.un05 pyadav large 6 120 96:00 R 54:55 hpc189,hpc193,hpc241,hpc410,hpc414,hpc479
1006801.un05 pyadav large 6 120 96:00 R 45:54 hpc439,hpc053,hpc272,hpc136,hpc171,hpc197
1006802.un05 pyadav medium 4 80 96:00 R 60:12 hpc653,hpc654,hpc659,hpc664
1006822.un05 dkgorai large 6 120 72:00 R 44:21 hpc231,hpc291,hpc301,hpc313,hpc062,hpc100
1006832.un05 subhadee medium 4 80 96:00 R 54:58 hpc601,hpc609,hpc735,hpc738
1006835.un05 sayansea medium 4 80 96:00 R 52:20 hpc640,hpc647,hpc618,hpc621
1006838.un05 baljits2 medium 4 80 96:00 R 51:10 hpc513,hpc516,hpc517,hpc521
1006839.un05 baljits2 medium 4 80 96:00 R 49:51 hpc622,hpc619,hpc620,hpc631
1007320.un05 gdurgesh large 16 320 96:00 R 04:21 hpc009,hpc010,hpc077,hpc079,hpc122,hpc217,hpc321,hpc349,hpc379,hpc481,hpc030,hpc034,hpc257,hpc258,hpc276,hpc293
1006859.un05 vivek20 medium 4 80 90:00 R 46:08 hpc710,hpc720,hpc722,hpc725
1006860.un05 imranr medium 4 80 90:00 R 45:03 hpc681,hpc686,hpc675,hpc676
1006867.un05 javedm small 2 40 120:0 R 41:46 hpc804,hpc756
1006868.un05 amary20 small 2 40 120:0 R 41:36 hpc783,hpc802
1006872.un05 krishnar large 6 120 72:00 R 37:42 hpc389,hpc390,hpc393,hpc394,hpc395,hpc396
1006874.un05 bgovind medium 2 40 96:00 R 19:16 hpc610,hpc612
1006877.un05 meesalas large 6 120 72:00 R 42:13 hpc134,hpc137,hpc138,hpc156,hpc172,hpc222
1006905.un05 bgovind large 6 120 72:00 R 41:31 hpc042,hpc045,hpc046,hpc047,hpc049,hpc050
1006907.un05 bgovind small 2 40 120:0 R 15:22 hpc757,hpc827
