JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
958425.un05 jyothi large 16 320 96:00 R 19:03 hpc015,hpc059,hpc062,hpc066,hpc067,hpc068,hpc070,hpc069,hpc071,hpc100,hpc080,hpc082,hpc337,hpc345,hpc378,hpc388
982100.un05 fouziya2 medium 6 120 96:00 R 29:22 hpc724,hpc737,hpc735,hpc738,hpc723,hpc740
1003722.un05 dkgorai medium 4 80 96:00 R 50:55 hpc708,hpc717,hpc727,hpc728
1005316.un05 digamber small 2 40 120:0 R 116:0 hpc762,hpc765
1006044.un05 prasenj large 6 120 96:00 R 27:17 hpc286,hpc294,hpc298,hpc303,hpc315,hpc307
1006050.un05 prasenj hyperthr 2 80 120:0 R 84:38 hpc850,hpc849
1006387.un05 rishik21 small 2 40 120:0 R 113:2 hpc745,hpc792
1006390.un05 meesalas small 2 40 120:0 R 111:4 hpc824,hpc825
1006429.un05 rshreya medium 2 40 96:00 R 85:30 hpc638,hpc641
1006651.un05 digamber large 6 120 96:00 R 21:16 hpc202,hpc231,hpc453,hpc454,hpc013,hpc018
1006708.un05 kavatar small 2 40 120:0 R 79:51 hpc797,hpc799
1007383.un05 kavanmp2 large 16 320 96:00 R 82:10 hpc175,hpc184,hpc310,hpc316,hpc342,hpc372,hpc374,hpc377,hpc462,hpc465,hpc162,hpc164,hpc191,hpc195,hpc252,hpc279
1006746.un05 subhamr small 2 40 120:0 R 115:0 hpc759,hpc763
1006747.un05 prasenj small 2 40 120:0 R 19:38 hpc833,hpc832
1006748.un05 prasenj medium 4 80 96:00 R 19:47 hpc637,hpc635,hpc643,hpc644
1006763.un05 krishnar medium 2 40 96:00 R 85:12 hpc490,hpc493
1007317.un05 anandha2 large 16 320 96:00 R 90:57 hpc043,hpc044,hpc065,hpc089,hpc090,hpc091,hpc092,hpc094,hpc096,hpc098,hpc177,hpc179,hpc180,hpc186,hpc215,hpc285
1006789.un05 lawpraka large 16 320 96:00 R 93:07 hpc224,hpc239,hpc248,hpc343,hpc352,hpc380,hpc383,hpc417,hpc466,hpc483,hpc006,hpc008,hpc025,hpc028,hpc033,hpc037
1006795.un05 mmkr20 large 6 120 96:00 R 44:22 hpc095,hpc109,hpc163,hpc181,hpc468,hpc470
1007320.un05 gdurgesh large 16 320 96:00 R 85:57 hpc009,hpc010,hpc077,hpc079,hpc122,hpc217,hpc321,hpc349,hpc379,hpc481,hpc030,hpc034,hpc257,hpc258,hpc276,hpc293
1006888.un05 subhamr hyperthr 2 80 120:0 R 19:54 hpc844,hpc856
1006907.un05 bgovind small 2 40 120:0 R 96:57 hpc757,hpc827
1006912.un05 meesalas large 6 120 72:00 R 71:43 hpc421,hpc253,hpc254,hpc255,hpc259,hpc261
1006939.un05 bgovind large 6 120 72:00 R 53:45 hpc019,hpc020,hpc021,hpc022,hpc023,hpc026
