JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
958425.un05 jyothi large 16 320 96:00 R 09:40 hpc015,hpc059,hpc062,hpc066,hpc067,hpc068,hpc070,hpc069,hpc071,hpc100,hpc080,hpc082,hpc337,hpc345,hpc378,hpc388
982100.un05 fouziya2 medium 6 120 96:00 R 19:59 hpc724,hpc737,hpc735,hpc738,hpc723,hpc740
990218.un05 josephnj medium 6 120 96:00 R 19:49 hpc508,hpc512,hpc499,hpc504,hpc505,hpc506
1003395.un05 kavatar hyperthr 2 80 120:0 R 113:0 hpc848,hpc852
1003722.un05 dkgorai medium 4 80 96:00 R 41:31 hpc708,hpc717,hpc727,hpc728
1005316.un05 digamber small 2 40 120:0 R 106:4 hpc762,hpc765
1006044.un05 prasenj large 6 120 96:00 R 17:55 hpc286,hpc294,hpc298,hpc303,hpc315,hpc307
1006050.un05 prasenj hyperthr 2 80 120:0 R 75:16 hpc850,hpc849
1006373.un05 krishnar small 2 40 120:0 R 114:3 hpc760,hpc761
1006387.un05 rishik21 small 2 40 120:0 R 103:5 hpc745,hpc792
1006390.un05 meesalas small 2 40 120:0 R 102:2 hpc824,hpc825
1006429.un05 rshreya medium 2 40 96:00 R 76:09 hpc638,hpc641
1006593.un05 owaism small 2 40 120:0 R 119:4 hpc746,hpc753
1006651.un05 digamber large 6 120 96:00 R 11:53 hpc202,hpc231,hpc453,hpc454,hpc013,hpc018
1006689.un05 kavatar small 2 40 120:0 R 119:0 hpc780,hpc782
1006708.un05 kavatar small 2 40 120:0 R 70:30 hpc797,hpc799
1007383.un05 kavanmp2 large 16 320 96:00 R 72:49 hpc175,hpc184,hpc310,hpc316,hpc342,hpc372,hpc374,hpc377,hpc462,hpc465,hpc162,hpc164,hpc191,hpc195,hpc252,hpc279
1006746.un05 subhamr small 2 40 120:0 R 105:4 hpc759,hpc763
1006747.un05 prasenj small 2 40 120:0 R 10:17 hpc833,hpc832
1006748.un05 prasenj medium 4 80 96:00 R 10:24 hpc637,hpc635,hpc643,hpc644
1006763.un05 krishnar medium 2 40 96:00 R 75:51 hpc490,hpc493
