JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
1006468.un05 anandha2 large 16 320 96:00 R 69:07 hpc029,hpc063,hpc243,hpc244,hpc266,hpc267,hpc311,hpc375,hpc386,hpc418,hpc420,hpc423,hpc425,hpc428,hpc463,hpc467
990348.un05 kavatar small 2 40 120:0 R 95:56 hpc797,hpc799
996905.un05 rupeshks medium 4 80 96:00 R 86:10 hpc505,hpc506,hpc614,hpc708
998440.un05 adigoyal medium 4 80 96:00 R 62:52 hpc660,hpc692,hpc636,hpc645
1001394.un05 mosesb medium 6 120 96:00 R 18:20 hpc573,hpc584,hpc637,hpc670,hpc707,hpc742
1003395.un05 kavatar hyperthr 2 80 120:0 R 18:32 hpc848,hpc852
1003620.un05 shitansh large 10 200 96:00 R 00:32 hpc283,hpc297,hpc035,hpc036,hpc055,hpc056,hpc087,hpc101,hpc165,hpc167
1006883.un05 yksri large 16 320 96:00 R 11:09 hpc080,hpc082,hpc337,hpc345,hpc378,hpc388,hpc426,hpc427,hpc429,hpc430,hpc432,hpc433,hpc469,hpc473,hpc475,hpc480
1004182.un05 subhamr medium 4 80 96:00 R 08:43 hpc652,hpc635,hpc643,hpc644
1004185.un05 prasenj hyperthr 2 80 120:0 R 100:4 hpc850,hpc849
1001003.un05 gdurgesh large 16 320 96:00 R 85:36 hpc006,hpc008,hpc033,hpc037,hpc043,hpc044,hpc052,hpc086,hpc088,hpc099,hpc105,hpc154,hpc460,hpc464,hpc484,hpc058
1004941.un05 prasenj medium 4 80 96:00 R 40:42 hpc682,hpc685,hpc701,hpc672
1004949.un05 subhamr large 6 120 96:00 R 13:22 hpc013,hpc018,hpc027,hpc104,hpc139,hpc169
1005120.un05 rshreya medium 2 40 96:00 R 75:19 hpc641,hpc642
1005316.un05 digamber small 2 40 120:0 R 12:12 hpc762,hpc765
1006737.un05 kavanmp2 large 16 320 96:00 R 44:12 hpc477,hpc188,hpc106,hpc158,hpc161,hpc198,hpc201,hpc202,hpc206,hpc236,hpc238,hpc245,hpc260,hpc295,hpc296,hpc309
1006840.un05 lawpraka large 16 320 96:00 R 27:21 hpc031,hpc032,hpc143,hpc144,hpc145,hpc146,hpc147,hpc148,hpc187,hpc194,hpc235,hpc278,hpc317,hpc341,hpc485,hpc486
1005402.un05 krishnar medium 2 40 96:00 R 75:08 hpc488,hpc489
1005413.un05 krishnar small 2 40 120:0 R 119:4 hpc748,hpc751
1005451.un05 subhamr large 6 120 96:00 R 08:25 hpc066,hpc067,hpc068,hpc070,hpc069,hpc071
1005452.un05 subhamr hyperthr 2 80 120:0 R 23:35 hpc843,hpc846
1005467.un05 anurags2 small 2 40 120:0 R 118:2 hpc805,hpc813
1005471.un05 tvinay small 2 40 120:0 R 113:4 hpc812,hpc814
1005565.un05 asarkar small 2 40 120:0 R 101:2 hpc811,hpc820
1005598.un05 krishnar small 2 40 120:0 R 75:03 hpc743,hpc755
1005601.un05 razia large 10 200 96:00 R 83:03 hpc323,hpc324,hpc331,hpc332,hpc177,hpc179,hpc180,hpc186,hpc215,hpc285
1005609.un05 meesalas small 2 40 120:0 R 97:11 hpc823,hpc836
1005671.un05 meesalas small 2 40 120:0 R 74:37 hpc772,hpc775
1005751.un05 bgovind small 2 40 120:0 R 82:43 hpc757,hpc827
1005754.un05 kmashok large 12 240 96:00 R 75:48 hpc326,hpc327,hpc328,hpc406,hpc361,hpc363,hpc403,hpc404,hpc405,hpc413,hpc097,hpc140
1005819.un05 anikm21 large 7 140 96:00 R 67:46 hpc112,hpc306,hpc308,hpc367,hpc381,hpc387,hpc461
1005974.un05 anurags2 small 2 40 120:0 R 71:58 hpc828,hpc831
1005990.un05 bgovind medium 2 40 96:00 R 84:53 hpc610,hpc612
1005999.un05 meesalas medium 2 40 96:00 R 79:06 hpc524,hpc528
1006005.un05 vthakkur large 10 200 96:00 R 62:04 hpc333,hpc365,hpc370,hpc407,hpc012,hpc015,hpc059,hpc072,hpc078,hpc110
1006012.un05 ddebasis large 6 120 96:00 R 95:37 hpc155,hpc048,hpc204,hpc300,hpc353,hpc360
1006015.un05 vrahul large 10 200 96:00 R 91:03 hpc010,hpc349,hpc009,hpc077,hpc079,hpc122,hpc217,hpc321,hpc379,hpc481
1006048.un05 prasenj small 2 40 120:0 R 49:05 hpc787,hpc796
1006052.un05 subhamr small 2 40 120:0 R 23:12 hpc767,hpc764
1006058.un05 agajehan small 2 40 120:0 R 88:08 hpc815,hpc819
1006065.un05 agajehan small 2 40 120:0 R 56:04 hpc770,hpc779
1006396.un05 ramkumar small 2 40 120:0 R 73:11 hpc806,hpc822
1006398.un05 ramkumar small 2 40 120:0 R 71:43 hpc744,hpc752
1006489.un05 ramkumar small 2 40 120:0 R 67:24 hpc784,hpc803
1006090.un05 dpoddar small 2 40 120:0 R 49:06 hpc788,hpc801
1006521.un05 ramkumar large 6 120 96:00 R 67:30 hpc038,hpc039,hpc040,hpc041,hpc081,hpc083
1006608.un05 ramkumar large 6 120 96:00 R 57:56 hpc257,hpc258,hpc276,hpc293,hpc030,hpc034
1006127.un05 jitum21 large 10 200 96:00 R 86:12 hpc025,hpc028,hpc065,hpc089,hpc090,hpc091,hpc092,hpc094,hpc096,hpc098
1006244.un05 keshavy2 large 6 120 96:00 R 88:55 hpc054,hpc103,hpc131,hpc152,hpc391,hpc421
1006273.un05 raihan medium 4 80 96:00 R 87:36 hpc633,hpc634,hpc695,hpc698
1006274.un05 raihan large 6 120 96:00 R 86:11 hpc107,hpc108,hpc369,hpc385,hpc408,hpc409
1006343.un05 akmishr hyperthr 2 40 120:0 R 73:49 hpc841,hpc842
1006348.un05 kmashok medium 6 120 96:00 R 75:11 hpc570,hpc571,hpc572,hpc575,hpc577,hpc582
1006355.un05 farahn medium 6 120 96:00 R 74:56 hpc508,hpc496,hpc498,hpc499,hpc504,hpc512
1006362.un05 soumyadi large 10 200 96:00 R 74:41 hpc151,hpc159,hpc192,hpc196,hpc209,hpc210,hpc299,hpc382,hpc016,hpc057
1006373.un05 krishnar small 2 40 120:0 R 19:59 hpc760,hpc761
1006374.un05 vrahul large 10 200 96:00 R 74:32 hpc175,hpc184,hpc310,hpc316,hpc342,hpc372,hpc374,hpc377,hpc462,hpc465
1006376.un05 krishnar medium 2 40 96:00 R 59:47 hpc490,hpc493
1006377.un05 soumyadi large 10 200 96:00 R 40:38 hpc153,hpc459,hpc162,hpc164,hpc191,hpc195,hpc252,hpc279,hpc346,hpc476
1006379.un05 bgovind small 2 40 120:0 R 57:02 hpc781,hpc791
1006380.un05 rishik21 small 2 40 120:0 R 46:59 hpc795,hpc800
1006382.un05 bgovind small 2 40 120:0 R 22:03 hpc771,hpc773
1006383.un05 rishik21 small 2 40 120:0 R 44:31 hpc747,hpc749
1006385.un05 bgovind medium 2 40 96:00 R 49:07 hpc602,hpc608
1006387.un05 rishik21 small 2 40 120:0 R 09:25 hpc745,hpc792
1006390.un05 meesalas small 2 40 120:0 R 07:52 hpc824,hpc825
1006406.un05 bhavanap small 2 40 120:0 R 03:35 hpc830,hpc832
1006407.un05 bhavanap medium 2 40 96:00 R 05:30 hpc487,hpc494
1006414.un05 abhigpt large 10 200 96:00 R 69:53 hpc073,hpc075,hpc076,hpc207,hpc237,hpc249,hpc264,hpc282,hpc398,hpc412
1006415.un05 razia large 10 200 96:00 R 29:52 hpc441,hpc442,hpc443,hpc444,hpc449,hpc451,hpc455,hpc456,hpc457,hpc458
1006419.un05 vrahul medium 2 40 96:00 R 73:22 hpc673,hpc678
1006422.un05 vrahul small 2 40 120:0 R 52:53 hpc769,hpc776
1006424.un05 swatis small 2 40 80:00 R 41:37 hpc808,hpc810
1006431.un05 rshreya medium 2 40 96:00 R 02:43 hpc702,hpc699
1006436.un05 gauravh small 2 40 120:0 R 35:32 hpc766,hpc768
1006442.un05 meesalas medium 2 40 96:00 R 60:13 hpc606,hpc611
1006445.un05 meesalas large 6 120 72:00 R 26:54 hpc253,hpc254,hpc255,hpc259,hpc261,hpc302
1006481.un05 gdurgesh medium 6 120 96:00 R 69:38 hpc556,hpc560,hpc563,hpc559,hpc564,hpc549
1006855.un05 gdurgesh large 16 320 96:00 R 27:19 hpc113,hpc114,hpc115,hpc263,hpc281,hpc284,hpc287,hpc288,hpc289,hpc290,hpc292,hpc304,hpc312,hpc348,hpc392,hpc397
1006485.un05 gdurgesh medium 6 120 96:00 R 69:31 hpc529,hpc532,hpc535,hpc538,hpc540,hpc544
1006490.un05 arnesh medium 6 120 96:00 R 69:24 hpc658,hpc668,hpc655,hpc656,hpc657,hpc662
1006491.un05 ramkumar medium 4 80 96:00 R 69:24 hpc694,hpc663,hpc667,hpc537
