JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
958425.un05 jyothi large 16 320 96:00 R 57:02 hpc015,hpc059,hpc062,hpc066,hpc067,hpc068,hpc070,hpc069,hpc071,hpc100,hpc080,hpc082,hpc337,hpc345,hpc378,hpc388
1008448.un05 yksri large 16 320 96:00 R 35:07 hpc409,hpc006,hpc008,hpc025,hpc028,hpc033,hpc037,hpc224,hpc239,hpc248,hpc343,hpc352,hpc380,hpc383,hpc417,hpc466
1006044.un05 prasenj large 6 120 96:00 R 65:18 hpc286,hpc294,hpc298,hpc303,hpc315,hpc307
1006651.un05 digamber large 6 120 96:00 R 59:16 hpc202,hpc231,hpc453,hpc454,hpc013,hpc018
1006708.un05 kavatar small 2 40 120:0 R 117:5 hpc797,hpc799
1006742.un05 subhamr small 2 40 120:0 R 35:55 hpc764,hpc759
1006747.un05 prasenj small 2 40 120:0 R 57:38 hpc833,hpc832
1006748.un05 prasenj medium 4 80 96:00 R 57:46 hpc637,hpc635,hpc643,hpc644
1006795.un05 mmkr20 large 6 120 96:00 R 82:22 hpc095,hpc109,hpc163,hpc181,hpc468,hpc470
1006888.un05 subhamr hyperthr 2 80 120:0 R 57:55 hpc844,hpc856
1006989.un05 subhamr large 6 120 96:00 R 54:16 hpc426,hpc427,hpc429,hpc430,hpc432,hpc433
1006991.un05 subhamr medium 4 80 96:00 R 57:57 hpc608,hpc610,hpc612,hpc602
1006996.un05 bhati medium 4 80 96:00 R 39:49 hpc709,hpc711,hpc712,hpc714
1007001.un05 bhati medium 2 40 96:00 R 86:31 hpc698,hpc701
1007049.un05 meesalas small 2 40 120:0 R 119:0 hpc823,hpc836
1007083.un05 bhavanap small 2 40 120:0 R 68:24 hpc751,hpc752
1007086.un05 bhavanap medium 2 40 96:00 R 70:11 hpc487,hpc494
1007209.un05 rshreya medium 2 40 96:00 R 50:30 hpc700,hpc699
1007387.un05 rshreya medium 2 40 96:00 R 29:36 hpc647,hpc638
1007423.un05 dpoddar small 2 40 120:0 R 102:4 hpc790,hpc793
1007426.un05 razia large 10 200 96:00 R 75:45 hpc441,hpc442,hpc443,hpc444,hpc449,hpc451,hpc455,hpc456,hpc457,hpc458
1007446.un05 meesalas small 2 40 120:0 R 100:3 hpc781,hpc772
1007482.un05 abhigpt large 10 200 96:00 R 63:04 hpc060,hpc280,hpc314,hpc318,hpc339,hpc350,hpc364,hpc373,hpc422,hpc440
1008596.un05 anandha2 large 16 320 96:00 R 16:37 hpc401,hpc411,hpc311,hpc064,hpc084,hpc375,hpc398,hpc412,hpc431,hpc219,hpc220,hpc221,hpc223,hpc268,hpc269,hpc381
1007570.un05 krishnar medium 2 40 96:00 R 38:49 hpc695,hpc704
1007662.un05 shaik22 large 16 320 96:00 R 94:57 hpc190,hpc214,hpc227,hpc335,hpc347,hpc014,hpc116,hpc208,hpc216,hpc250,hpc319,hpc322,hpc325,hpc329,hpc336,hpc351
1007623.un05 anurags2 small 2 40 120:0 R 91:11 hpc828,hpc831
1007633.un05 agajehan small 2 40 120:0 R 97:17 hpc810,hpc808
1007671.un05 bgovind medium 2 40 96:00 R 73:44 hpc611,hpc601
1007673.un05 bgovind small 2 40 120:0 R 71:51 hpc771,hpc773
1007677.un05 meesalas large 6 120 72:00 R 37:41 hpc117,hpc155,hpc048,hpc253,hpc254,hpc255
1007679.un05 meesalas small 2 40 120:0 R 29:45 hpc747,hpc745
1007681.un05 meesalas medium 2 40 96:00 R 70:10 hpc517,hpc521
1007717.un05 abirlal large 10 200 96:00 R 91:06 hpc051,hpc072,hpc078,hpc121,hpc157,hpc174,hpc213,hpc240,hpc368,hpc387
1007733.un05 anandha2 medium 6 120 96:00 R 92:32 hpc669,hpc655,hpc656,hpc657,hpc658,hpc662
1007740.un05 akmishr hyperthr 2 40 120:0 R 92:24 hpc851,hpc853
1007742.un05 arnesh medium 6 120 96:00 R 92:14 hpc668,hpc663,hpc667,hpc665,hpc666,hpc660
1007882.un05 kavanmp2 large 16 320 96:00 R 81:25 hpc011,hpc052,hpc086,hpc088,hpc099,hpc102,hpc105,hpc142,hpc149,hpc154,hpc205,hpc211,hpc242,hpc302,hpc362,hpc424
1007770.un05 anshudas medium 6 120 96:00 R 91:49 hpc681,hpc684,hpc686,hpc687,hpc675,hpc676
1007773.un05 vrahul large 10 200 96:00 R 86:20 hpc016,hpc057,hpc151,hpc159,hpc192,hpc196,hpc209,hpc210,hpc299,hpc382
1007776.un05 vthakkur large 10 200 96:00 R 79:46 hpc260,hpc295,hpc296,hpc309,hpc445,hpc446,hpc447,hpc448,hpc477,hpc188
1007777.un05 vthakkur large 10 200 96:00 R 48:05 hpc233,hpc234,hpc437,hpc438,hpc170,hpc203,hpc320,hpc330,hpc344,hpc354
1007779.un05 smulewa2 medium 3 60 96:00 R 91:31 hpc726,hpc734,hpc736
