JobID UserName QueueName TotalNodes TotalCores RequiredTime JobState ElaspedTime NodeList
991949.un05 prasenj large 6 120 96:00 R 17:42 hpc286,hpc294,hpc298,hpc303,hpc315,hpc307
992495.un05 fouziya2 small 2 40 120:0 R 13:10 hpc822,hpc810
999789.un05 prasenj medium 4 80 96:00 R 13:01 hpc635,hpc637,hpc643,hpc644
1003209.un05 vikashg2 medium 4 80 96:00 R 00:40 hpc499,hpc504,hpc505,hpc506
1003935.un05 vikashg2 medium 4 80 96:00 R 00:10 hpc547,hpc573,hpc576,hpc563
1008448.un05 yksri large 16 320 96:00 R 83:32 hpc409,hpc006,hpc008,hpc025,hpc028,hpc033,hpc037,hpc224,hpc239,hpc248,hpc343,hpc352,hpc380,hpc383,hpc417,hpc466
1005806.un05 subhamr medium 4 80 96:00 R 11:24 hpc602,hpc608,hpc610,hpc612
1006747.un05 prasenj small 2 40 120:0 R 106:0 hpc833,hpc832
1006990.un05 subhamr small 2 40 120:0 R 11:26 hpc808,hpc814
1006996.un05 bhati medium 4 80 96:00 R 88:14 hpc709,hpc711,hpc712,hpc714
1007127.un05 shitansh large 10 200 96:00 R 00:30 hpc350,hpc364,hpc463,hpc428,hpc443,hpc444,hpc449,hpc455,hpc456,hpc170
1007387.un05 rshreya medium 2 40 96:00 R 78:03 hpc647,hpc638
1008596.un05 anandha2 large 16 320 96:00 R 65:04 hpc401,hpc411,hpc311,hpc064,hpc084,hpc375,hpc398,hpc412,hpc431,hpc219,hpc220,hpc221,hpc223,hpc268,hpc269,hpc381
1007679.un05 meesalas small 2 40 120:0 R 78:11 hpc747,hpc745
1007686.un05 kavatar small 2 40 120:0 R 22:50 hpc811,hpc818
1008882.un05 shaik22 large 16 320 96:00 R 42:08 hpc240,hpc368,hpc387,hpc113,hpc114,hpc115,hpc236,hpc238,hpc263,hpc281,hpc284,hpc287,hpc288,hpc289,hpc290,hpc292
1007856.un05 tvinay small 2 40 120:0 R 119:2 hpc787,hpc796
1007864.un05 anurags2 small 2 40 120:0 R 119:2 hpc788,hpc801
1008589.un05 kavanmp2 large 16 320 96:00 R 61:46 hpc152,hpc416,hpc265,hpc031,hpc032,hpc143,hpc144,hpc145,hpc146,hpc147,hpc148,hpc187,hpc194,hpc235,hpc278,hpc317
1007603.un05 arnesh large 16 320 96:00 R 72:34 hpc053,hpc272,hpc136,hpc162,hpc164,hpc175,hpc184,hpc191,hpc195,hpc252,hpc279,hpc310,hpc316,hpc342,hpc372,hpc374
1008045.un05 anshudas large 16 320 96:00 R 81:21 hpc313,hpc043,hpc044,hpc065,hpc089,hpc090,hpc091,hpc092,hpc094,hpc096,hpc098,hpc177,hpc179,hpc180,hpc186,hpc215
1007944.un05 razia large 10 200 96:00 R 80:38 hpc285,hpc038,hpc039,hpc040,hpc041,hpc081,hpc083,hpc323,hpc324,hpc331
1007966.un05 bgovind small 2 40 120:0 R 81:27 hpc838,hpc827
1008002.un05 meesalas medium 2 40 96:00 R 82:46 hpc524,hpc528
1008531.un05 gdurgesh large 16 320 96:00 R 60:17 hpc392,hpc397,hpc123,hpc125,hpc124,hpc126,hpc127,hpc128,hpc129,hpc130,hpc133,hpc134,hpc160,hpc225,hpc262,hpc338
1008346.un05 anshudas large 16 320 96:00 R 76:20 hpc332,hpc009,hpc010,hpc030,hpc034,hpc077,hpc079,hpc122,hpc217,hpc257,hpc258,hpc276,hpc293,hpc321,hpc349,hpc379
1008180.un05 lawasmuk small 2 40 120:0 R 109:1 hpc766,hpc768
1008185.un05 lawasmuk small 2 40 120:0 R 109:0 hpc803,hpc798
1008198.un05 lawasmuk hyperthr 2 40 120:0 R 106:2 hpc841,hpc854
1008208.un05 subhamr small 2 40 120:0 R 09:27 hpc765,hpc759
1008212.un05 subhamr hyperthr 2 80 120:0 R 00:36 hpc853,hpc848
1008214.un05 prasenj medium 4 80 96:00 R 11:02 hpc707,hpc710,hpc605,hpc615
1008249.un05 digamber small 2 40 120:0 R 95:26 hpc746,hpc753
1008259.un05 bgovind large 6 120 72:00 R 71:25 hpc469,hpc473,hpc475,hpc478,hpc480,hpc482
1008264.un05 bgovind medium 2 40 96:00 R 26:10 hpc601,hpc611
1008265.un05 rshreya medium 2 40 96:00 R 04:59 hpc700,hpc699
1008267.un05 abhigpt large 10 200 96:00 R 68:12 hpc407,hpc073,hpc075,hpc076,hpc207,hpc237,hpc249,hpc346,hpc476,hpc153
1008305.un05 kavatar small 2 40 120:0 R 89:33 hpc804,hpc802
1008311.un05 kmashok large 16 320 96:00 R 74:03 hpc481,hpc189,hpc193,hpc241,hpc410,hpc414,hpc479,hpc097,hpc140,hpc326,hpc327,hpc328,hpc355,hpc356,hpc357,hpc358
1008313.un05 kmashok large 16 320 96:00 R 73:55 hpc361,hpc363,hpc366,hpc371,hpc403,hpc404,hpc405,hpc035,hpc036,hpc055,hpc056,hpc087,hpc101,hpc165,hpc167,hpc283
1008314.un05 kmashok medium 6 120 96:00 R 94:45 hpc592,hpc597,hpc600,hpc596,hpc589,hpc590
1008316.un05 kmashok medium 6 120 96:00 R 93:40 hpc673,hpc678,hpc682,hpc685,hpc688,hpc672
1008320.un05 shashank medium 6 120 96:00 R 94:20 hpc559,hpc560,hpc561,hpc548,hpc550,hpc551
1008323.un05 jitum21 medium 6 120 96:00 R 94:09 hpc553,hpc556,hpc564,hpc549,hpc552,hpc557
1008325.un05 jitum21 medium 6 120 96:00 R 94:05 hpc742,hpc614,hpc558,hpc562,hpc554,hpc702
1008334.un05 javedm large 15 300 72:00 R 47:22 hpc370,hpc467,hpc014,hpc116,hpc190,hpc208,hpc214,hpc216,hpc227,hpc250,hpc319,hpc322,hpc325,hpc329,hpc335
1008335.un05 javedm large 15 300 72:00 R 33:51 hpc159,hpc192,hpc196,hpc209,hpc210,hpc299,hpc382,hpc095,hpc109,hpc163,hpc181,hpc468,hpc470,hpc011,hpc052
1008337.un05 farahn large 16 320 96:00 R 26:05 hpc457,hpc458,hpc111,hpc120,hpc312,hpc376,hpc391,hpc415,hpc106,hpc158,hpc161,hpc168,hpc171,hpc173,hpc176,hpc197
1008350.un05 arnabh22 large 6 120 96:00 R 92:05 hpc204,hpc300,hpc305,hpc340,hpc353,hpc360
